+ 9.87467 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 9.87467 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 9.87753 /NodeList/2/DeviceList/2/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
+ 9.87753 /NodeList/2/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 9.87753 /NodeList/2/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 9.8804 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
+ 9.8804 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 9.8804 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 9.88327 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 12 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
02:00:01.682666 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:01.691268 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.365333 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.373934 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.048000 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.056601 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.730666 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.739268 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.413333 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.421934 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.096000 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.104601 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.778666 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.787268 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.461333 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.469934 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.144000 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.152601 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.826666 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.835268 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.509333 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.517934 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.192000 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.200601 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.874666 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.883268 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.685533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:01.688401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.368200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.371067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.050867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.053734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.733533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.736401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.416200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.419067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.098867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.101734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.781533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.784401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.464200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.467067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.146867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.149734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.829533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.832401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.512200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.515067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.194867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.197734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.877533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.880401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.685533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:01.688401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.368200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.371067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.050867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.053734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.733533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.736401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.416200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.419067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.098867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.101734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.781533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.784401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.464200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.467067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.146867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.149734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.829533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.832401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.512200 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.515067 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.194867 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.197734 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.877533 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.880401 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.685533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.688401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.368200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.371067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.050867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.053734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.733533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.736401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.416200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.419067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.098867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.101734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.781533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.784401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.464200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.467067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.146867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.149734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.829533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.832401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.512200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.515067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.194867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.197734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.877533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.880401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:01.685533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.688401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.368200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.371067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.050867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.053734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.733533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.736401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.416200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.419067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.098867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.101734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.781533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.784401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.464200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.467067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.146867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.149734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.829533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.832401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.512200 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.515067 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.194867 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.197734 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.877533 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.880401 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:01.682666 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:01.691268 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:02.365333 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:02.373934 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.048000 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.056601 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:03.730666 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:03.739268 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:04.413333 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:04.421934 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.096000 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.104601 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:05.778666 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:05.787268 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:06.461333 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:06.469934 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.144000 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.152601 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:07.826666 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:07.835268 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:08.509333 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:08.517934 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.192000 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.200601 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
02:00:09.874666 IP 10.1.3.2.49153 > 172.16.1.1.10: UDP, length 512
02:00:09.883268 IP 10.1.1.1.49153 > _gateway.discard: UDP, length 512
cat hmw3.tr
+ 1.68267 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
- 1.68267 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
+ 1.68267 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 1.68267 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 1.68553 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
+ 1.68553 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
- 1.68553 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
r 1.68553 /NodeList/2/DeviceList/2/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
+ 1.68553 /NodeList/2/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 1.68553 /NodeList/2/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 1.6884 /NodeList/2/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
+ 1.6884 /NodeList/2/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
- 1.6884 /NodeList/2/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
r 1.6884 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
+ 1.6884 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 1.6884 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 1.69127 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
r 1.69127 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 62 id 0 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
+ 2.36533 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
- 2.36533 /NodeList/0/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
+ 2.36533 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
- 2.36533 /NodeList/3/DeviceList/1/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
r 2.3682 /NodeList/1/DeviceList/1/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
+ 2.3682 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Enqueue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
- 2.3682 /NodeList/1/DeviceList/2/$ns3::PointToPointNetDevice/TxQueue/Dequeue ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 63 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.1.1 > 192.168.1.1) ns3::UdpHeader (length: 520 49153 > 9) Payload (size=512)
r 2.3682 /NodeList/2/DeviceList/2/$ns3::PointToPointNetDevice/MacRx ns3::PppHeader (Point-to-Point Protocol: IP (0x0021)) ns3::Ipv4Header (tos 0x0 DSCP Default ECN Not-ECT ttl 64 id 1 protocol 17 offset (bytes) 0 flags [none] length: 540 10.1.3.2 > 172.16.1.1) ns3::UdpHeader (length: 520 49153 > 10) Payload (size=512)
